id,area,severity,title,affected_file,affected_symbol,finding_tags,source_log,issue_file,summary,proposed_patch
106,problems,Medium,QuokkaSimulation<ParticleSFProblem>::computeAfterTimestep(): histogram slope diagnostic takes `std::log(hist[0])` / `std::log(hist[n_bins-1])` (`src/problems/ParticleSF/testParticleSF.cpp:187`) without checking empty bins; zero counts yield `-inf`/`nan`,src/problems/ParticleSF/testParticleSF.cpp,QuokkaSimulation<ParticleSFProblem>::computeAfterTimestep(),robustness,audit/src-audit-log.md:1446,audit/issues/problems/106-quokkasimulation-particlesfproblem-computeaftertimestep-testparticle.md,histogram slope diagnostic takes `std::log(hist[0])` / `std::log(hist[n_bins-1])` (`src/problems/ParticleSF/testParticleSF.cpp:187`) without checking empty bins; zero counts yield `-inf`/`nan`.,"Apply a targeted fix at the cited location, then add a regression/unit test that exercises the failing code path and confirms the corrected behavior."
107,problems,Medium,QuokkaSimulation<ParticleSFProblem>::computeAfterTimestep(): expectation checks use one-sided normalized differences without `abs(...)` (`src/problems/ParticleSF/testParticleSF.cpp:209-223`),src/problems/ParticleSF/testParticleSF.cpp,QuokkaSimulation<ParticleSFProblem>::computeAfterTimestep(),test validity,audit/src-audit-log.md:1447,audit/issues/problems/107-quokkasimulation-particlesfproblem-computeaftertimestep-testparticle.md,expectation checks use one-sided normalized differences without `abs(...)` (`src/problems/ParticleSF/testParticleSF.cpp:209-223`). Large underestimates can still pass because negative relative errors satisfy `< tol`.,"Apply a targeted fix at the cited location, then add a regression/unit test that exercises the failing code path and confirms the corrected behavior."
108,problems,Medium,"problem_main(): final mass check also uses one-sided relative difference and divides by `m_star_tot2` (`src/problems/ParticleSF/testParticleSF.cpp:325-327`) without `abs(...)` or a zero guard, weakening/falsifying failure detection when stellar mass is small or underpredicted",src/problems/ParticleSF/testParticleSF.cpp,problem_main(),test validity/robustness,audit/src-audit-log.md:1448,audit/issues/problems/108-problem-main-testparticlesf-cpp.md,"final mass check also uses one-sided relative difference and divides by `m_star_tot2` (`src/problems/ParticleSF/testParticleSF.cpp:325-327`) without `abs(...)` or a zero guard, weakening/falsifying failure detection when stellar mass is small or underpredicted.",Use absolute relative error (`std::abs(...)`) and guard zero denominators in pass/fail checks so underestimates and zero-reference cases are handled correctly.
109,problems,Medium,"QuokkaSimulation<SinkProblem>::refineGrid(...): normalized coordinates are computed as `((i+0.5)*dx)/(phi-plo)` (`src/problems/ParticleSink/testParticleSink.cpp:152-154`) without subtracting `plo`, so the selected refinement subregion shifts if the domain lower bound is nonzero",src/problems/ParticleSink/testParticleSink.cpp,QuokkaSimulation<SinkProblem>::refineGrid(...),AMR region selection,audit/src-audit-log.md:1459,audit/issues/problems/109-quokkasimulation-sinkproblem-refinegrid-testparticlesink-cpp.md,"normalized coordinates are computed as `((i+0.5)*dx)/(phi-plo)` (`src/problems/ParticleSink/testParticleSink.cpp:152-154`) without subtracting `plo`, so the selected refinement subregion shifts if the domain lower bound is nonzero.","Normalize coordinates relative to the domain lower bound by subtracting `ProbLo()`/`plo` before scaling to `[0,1]` region-selection coordinates."
110,problems,High,"problem_main(): `AMREX_ASSERT_WITH_MESSAGE(boost_vel_x != NAN, ...)` (`src/problems/ParticleSink/testParticleSink.cpp:167-169`) is ineffective because comparisons with `NaN` are always true",src/problems/ParticleSink/testParticleSink.cpp,problem_main(),correctness,audit/src-audit-log.md:1460,audit/issues/problems/110-problem-main-testparticlesink-cpp.md,"`AMREX_ASSERT_WITH_MESSAGE(boost_vel_x != NAN, ...)` (`src/problems/ParticleSink/testParticleSink.cpp:167-169`) is ineffective because comparisons with `NaN` are always true. Missing `boost_vel_x` input is not reliably detected.",Replace NaN comparisons with `amrex::Math::isfinite(...)` / `std::isfinite(...)` checks (or `x == x` if required on device) and assert on non-finite values.
111,problems,High,QuokkaSimulation<SinkProblem>::setInitialConditionsOnGrid(...): uses `geom[0].ProbLoArray()` / `geom[0].CellSizeArray()` (`src/problems/ParticleSinkFormation/testParticleSinkFormation.cpp:70-71`) instead of `grid_elem` geometry,src/problems/ParticleSinkFormation/testParticleSinkFormation.cpp,QuokkaSimulation<SinkProblem>::setInitialConditionsOnGrid(...),AMR correctness,audit/src-audit-log.md:1467,audit/issues/problems/111-quokkasimulation-sinkproblem-setinitialconditionsongrid-testparticle.md,uses `geom[0].ProbLoArray()` / `geom[0].CellSizeArray()` (`src/problems/ParticleSinkFormation/testParticleSinkFormation.cpp:70-71`) instead of `grid_elem` geometry. Refined-level IC fills would evaluate Jeans threshold and peak-cell placement with level-0 spacing/coordinates.,Use `grid_elem.dx_` / `grid_elem.prob_lo_` (or level-local geometry) inside IC kernels so refined-level initialization uses the correct coordinates and spacing.
112,problems,Low,AMRSimulation<BeamProblem>::setCustomBoundaryConditions(...): only defines index unpacking for `AMREX_SPACEDIM == 2` or `3` (`src/problems/RadBeam/testRadBeam.cpp:76-82`),src/problems/RadBeam/testRadBeam.cpp,AMRSimulation<BeamProblem>::setCustomBoundaryConditions(...),portability,audit/src-audit-log.md:1477,audit/issues/problems/112-amrsimulation-beamproblem-setcustomboundaryconditions-testradbeam-cp.md,only defines index unpacking for `AMREX_SPACEDIM == 2` or `3` (`src/problems/RadBeam/testRadBeam.cpp:76-82`). A 1D build leaves `i/j/k` undefined and this specialization is not dimension-safe.,Add compile-time dimension guards or refactor the implementation so indexing and stencil accesses are valid for the supported `AMREX_SPACEDIM` values.
113,problems,Low,"QuokkaSimulation<BeamProblem>::refineGrid(...): refinement indicator unconditionally accesses y-neighbors (`state(i, j±1, ...)`) (`src/problems/RadBeam/testRadBeam.cpp:257-258`), so the implementation is hard-coded for 2D+ and not 1D-safe",src/problems/RadBeam/testRadBeam.cpp,QuokkaSimulation<BeamProblem>::refineGrid(...),portability,audit/src-audit-log.md:1480,audit/issues/problems/113-quokkasimulation-beamproblem-refinegrid-testradbeam-cpp.md,"refinement indicator unconditionally accesses y-neighbors (`state(i, j±1, ...)`) (`src/problems/RadBeam/testRadBeam.cpp:257-258`), so the implementation is hard-coded for 2D+ and not 1D-safe.","Apply a targeted fix at the cited location, then add a regression/unit test that exercises the failing code path and confirms the corrected behavior."
114,problems,Medium,problem_main(): plotting stride uses `int s = nx / 64` (`src/problems/RadForce/testRadForce.cpp:298`) and passes it to `strided_vector_from(...)` (`:308`) without `s >= 1` guard,src/problems/RadForce/testRadForce.cpp,problem_main(),robustness,audit/src-audit-log.md:1513,audit/issues/problems/114-problem-main-testradforce-cpp.md,"plotting stride uses `int s = nx / 64` (`src/problems/RadForce/testRadForce.cpp:298`) and passes it to `strided_vector_from(...)` (`:308`) without `s >= 1` guard. For `nx < 64` and `HAVE_PYTHON`, this yields `stride == 0`, which is unsafe for `strided_vector_from()`.","Apply a targeted fix at the cited location, then add a regression/unit test that exercises the failing code path and confirms the corrected behavior."
115,problems,Medium,"QuokkaSimulation<SuOlsonProblemCgs>::setInitialConditionsOnGrid(...): `state_cc(..., radEnergy_index)` is assigned twice consecutively (`src/problems/RadMarshakCGS/testRadMarshakCGS.cpp:183-184`)",src/problems/RadMarshakCGS/testRadMarshakCGS.cpp,QuokkaSimulation<SuOlsonProblemCgs>::setInitialConditionsOnGrid(...),code quality/correctness hygiene,audit/src-audit-log.md:1555,audit/issues/problems/115-quokkasimulation-suolsonproblemcgs-setinitialconditionsongrid-testra.md,"`state_cc(..., radEnergy_index)` is assigned twice consecutively (`src/problems/RadMarshakCGS/testRadMarshakCGS.cpp:183-184`). The duplicate write is likely harmless but indicates a copy/paste bug in the IC kernel.","Apply a targeted fix at the cited location, then add a regression/unit test that exercises the failing code path and confirms the corrected behavior."
116,problems,Low,"AMRSimulation<StreamingProblem>::setCustomBoundaryConditions(...): applies `setConstantDirichletBCLo<1>` / `setConstantDirichletBCHi<1>` unconditionally (`src/problems/RadStreamingY/testRadStreamingY.cpp:139-140`), so the specialization is not 1D-safe",src/problems/RadStreamingY/testRadStreamingY.cpp,AMRSimulation<StreamingProblem>::setCustomBoundaryConditions(...),portability,audit/src-audit-log.md:1612,audit/issues/problems/116-amrsimulation-streamingproblem-setcustomboundaryconditions-testradst.md,"applies `setConstantDirichletBCLo<1>` / `setConstantDirichletBCHi<1>` unconditionally (`src/problems/RadStreamingY/testRadStreamingY.cpp:139-140`), so the specialization is not 1D-safe.","Apply a targeted fix at the cited location, then add a regression/unit test that exercises the failing code path and confirms the corrected behavior."
117,problems,Low,"problem_main(): unconditionally configures `BCs_cc[*].setLo/Hi(1, ...)` and extracts a slice with `fextract(..., 1, 0.0)` (`src/problems/RadStreamingY/testRadStreamingY.cpp:160-161`, `:185`), which is invalid for 1D builds without a dimension guard",src/problems/RadStreamingY/testRadStreamingY.cpp,problem_main(),portability,audit/src-audit-log.md:1613,audit/issues/problems/117-problem-main-testradstreamingy-cpp.md,"unconditionally configures `BCs_cc[*].setLo/Hi(1, ...)` and extracts a slice with `fextract(..., 1, 0.0)` (`src/problems/RadStreamingY/testRadStreamingY.cpp:160-161`, `:185`), which is invalid for 1D builds without a dimension guard.","Apply a targeted fix at the cited location, then add a regression/unit test that exercises the failing code path and confirms the corrected behavior."
118,problems,Low,"QuokkaSimulation<ShadowProblem>::setInitialConditionsOnGrid(...): clump IC construction unconditionally uses `prob_lo[1]` / `dx[1]` (`src/problems/RadShadow/testRadShadow.cpp:127`), so the implementation is not 1D-safe without a dimension guard",src/problems/RadShadow/testRadShadow.cpp,QuokkaSimulation<ShadowProblem>::setInitialConditionsOnGrid(...),portability,audit/src-audit-log.md:1622,audit/issues/problems/118-quokkasimulation-shadowproblem-setinitialconditionsongrid-testradsha.md,"clump IC construction unconditionally uses `prob_lo[1]` / `dx[1]` (`src/problems/RadShadow/testRadShadow.cpp:127`), so the implementation is not 1D-safe without a dimension guard.","Apply a targeted fix at the cited location, then add a regression/unit test that exercises the failing code path and confirms the corrected behavior."
119,problems,Low,"QuokkaSimulation<ShadowProblem>::refineGrid(...): refinement indicator unconditionally samples y-neighbors (`state(i, j±1, ...)`) (`src/problems/RadShadow/testRadShadow.cpp:168-169`), making this tagging logic hard-coded for 2D+",src/problems/RadShadow/testRadShadow.cpp,QuokkaSimulation<ShadowProblem>::refineGrid(...),portability,audit/src-audit-log.md:1623,audit/issues/problems/119-quokkasimulation-shadowproblem-refinegrid-testradshadow-cpp.md,"refinement indicator unconditionally samples y-neighbors (`state(i, j±1, ...)`) (`src/problems/RadShadow/testRadShadow.cpp:168-169`), making this tagging logic hard-coded for 2D+.","Apply a targeted fix at the cited location, then add a regression/unit test that exercises the failing code path and confirms the corrected behavior."
120,problems,High,"RadSystem<TophatProblem>::ComputePlanckOpacity(...): the fallback branch uses `AMREX_ALWAYS_ASSERT_WITH_MESSAGE(true, ""opacity not defined!"")` (`src/problems/RadTophat/testRadTophat.cpp:80`), which never fails; unsupported densities silently continue with `kappa == 0`",src/problems/RadTophat/testRadTophat.cpp,RadSystem<TophatProblem>::ComputePlanckOpacity(...),correctness,audit/src-audit-log.md:1630,audit/issues/problems/120-radsystem-tophatproblem-computeplanckopacity-testradtophat-cpp.md,"the fallback branch uses `AMREX_ALWAYS_ASSERT_WITH_MESSAGE(true, ""opacity not defined!"")` (`src/problems/RadTophat/testRadTophat.cpp:80`), which never fails; unsupported densities silently continue with `kappa == 0`.","Apply a targeted fix at the cited location, then add a regression/unit test that exercises the failing code path and confirms the corrected behavior."
121,problems,Low,"AMRSimulation<TophatProblem>::setCustomBoundaryConditions(...): index unpacking is only defined for `AMREX_SPACEDIM == 2/3` (`src/problems/RadTophat/testRadTophat.cpp:136-142`), but the function unconditionally uses `j` and `prob_lo[1]` (`:150`), so a 1D build is not dimension-safe",src/problems/RadTophat/testRadTophat.cpp,AMRSimulation<TophatProblem>::setCustomBoundaryConditions(...),portability,audit/src-audit-log.md:1634,audit/issues/problems/121-amrsimulation-tophatproblem-setcustomboundaryconditions-testradtopha.md,"index unpacking is only defined for `AMREX_SPACEDIM == 2/3` (`src/problems/RadTophat/testRadTophat.cpp:136-142`), but the function unconditionally uses `j` and `prob_lo[1]` (`:150`), so a 1D build is not dimension-safe.",Add compile-time dimension guards or refactor the implementation so indexing and stencil accesses are valid for the supported `AMREX_SPACEDIM` values.
122,problems,Low,QuokkaSimulation<TophatProblem>::setInitialConditionsOnGrid(...): tophat geometry classification unconditionally uses y-coordinates (`src/problems/RadTophat/testRadTophat.cpp:214`) and is not 1D-safe without a dimension guard,src/problems/RadTophat/testRadTophat.cpp,QuokkaSimulation<TophatProblem>::setInitialConditionsOnGrid(...),portability,audit/src-audit-log.md:1635,audit/issues/problems/122-quokkasimulation-tophatproblem-setinitialconditionsongrid-testradtop.md,tophat geometry classification unconditionally uses y-coordinates (`src/problems/RadTophat/testRadTophat.cpp:214`) and is not 1D-safe without a dimension guard.,"Apply a targeted fix at the cited location, then add a regression/unit test that exercises the failing code path and confirms the corrected behavior."
123,problems,High,RadSystem<MarshakProblem>::SetRadEnergySource(...): source-cell overlap coordinates are computed as `xl = i*dx` / `xr = (i+1)*dx` (`src/problems/RadSuOlson/testRadSuOlson.cpp:138-139`) while the `prob_lo` argument is ignored (`:134`),src/problems/RadSuOlson/testRadSuOlson.cpp,RadSystem<MarshakProblem>::SetRadEnergySource(...),domain-origin correctness,audit/src-audit-log.md:1666,audit/issues/problems/123-radsystem-marshakproblem-setradenergysource-testradsuolson-cpp.md,"source-cell overlap coordinates are computed as `xl = i*dx` / `xr = (i+1)*dx` (`src/problems/RadSuOlson/testRadSuOlson.cpp:138-139`) while the `prob_lo` argument is ignored (`:134`). If the domain lower bound is nonzero, the source region `[0, x0]` is shifted incorrectly.","Apply a targeted fix at the cited location, then add a regression/unit test that exercises the failing code path and confirms the corrected behavior."
124,problems,Low,"RadSystem<ShellProblem>::SetRadEnergySource(...): source kernel unconditionally uses z-dimension geometry (`prob_lo[2]`, `dx[2]`, `prob_hi[2]`) (`src/problems/RadhydroShell/testRadhydroShell.cpp:102`, `:114`) without compile-time dimension guards",src/problems/RadhydroShell/testRadhydroShell.cpp,RadSystem<ShellProblem>::SetRadEnergySource(...),portability,audit/src-audit-log.md:1712,audit/issues/problems/124-radsystem-shellproblem-setradenergysource-testradhydroshell-cpp.md,"source kernel unconditionally uses z-dimension geometry (`prob_lo[2]`, `dx[2]`, `prob_hi[2]`) (`src/problems/RadhydroShell/testRadhydroShell.cpp:102`, `:114`) without compile-time dimension guards. `problem_main()` is 3D-gated, but this specialization itself is not dimension-safe for 1D/2D builds.","Make dimensional assumptions explicit: either add `static_assert(AMREX_SPACEDIM == 3)` for intentionally 3D code, or rewrite loops/indexing to use `AMREX_SPACEDIM` with dimension-guarded branches."
125,problems,Low,"QuokkaSimulation<ShellProblem>::setInitialConditionsOnGrid(...): IC kernel and source-center setup unconditionally use z-coordinate geometry (`src/problems/RadhydroShell/testRadhydroShell.cpp:196`, `:212`), so the specialization is not dimension-safe outside 3D",src/problems/RadhydroShell/testRadhydroShell.cpp,QuokkaSimulation<ShellProblem>::setInitialConditionsOnGrid(...),portability,audit/src-audit-log.md:1716,audit/issues/problems/125-quokkasimulation-shellproblem-setinitialconditionsongrid-testradhydr.md,"IC kernel and source-center setup unconditionally use z-coordinate geometry (`src/problems/RadhydroShell/testRadhydroShell.cpp:196`, `:212`), so the specialization is not dimension-safe outside 3D.",Add compile-time dimension guards or refactor the implementation so indexing and stencil accesses are valid for the supported `AMREX_SPACEDIM` values.
126,problems,Low,"QuokkaSimulation<ShellProblem>::refineGrid(...): refinement indicator unconditionally samples z-neighbors (`state(i,j,k±1,...)`) (`src/problems/RadhydroShell/testRadhydroShell.cpp:277-278`), hard-coding 3D behavior in an unguarded specialization",src/problems/RadhydroShell/testRadhydroShell.cpp,QuokkaSimulation<ShellProblem>::refineGrid(...),portability,audit/src-audit-log.md:1717,audit/issues/problems/126-quokkasimulation-shellproblem-refinegrid-testradhydroshell-cpp.md,"refinement indicator unconditionally samples z-neighbors (`state(i,j,k±1,...)`) (`src/problems/RadhydroShell/testRadhydroShell.cpp:277-278`), hard-coding 3D behavior in an unguarded specialization.","Apply a targeted fix at the cited location, then add a regression/unit test that exercises the failing code path and confirms the corrected behavior."
127,problems,High,"problem_main(): comment says the output should include `tNew_[0]` in the filename, but `matplotlibcpp::save(std::format(""./radhydro_pulse_grey_temperature.pdf"", sim2.tNew_[0]))` has no `{}` placeholder (`src/problems/RadhydroPulseGrey/testRadhydroPulseGrey.cpp:372-373`)",src/problems/RadhydroPulseGrey/testRadhydroPulseGrey.cpp,problem_main(),diagnostics/output correctness,audit/src-audit-log.md:1756,audit/issues/problems/127-problem-main-testradhydropulsegrey-cpp.md,"comment says the output should include `tNew_[0]` in the filename, but `matplotlibcpp::save(std::format(""./radhydro_pulse_grey_temperature.pdf"", sim2.tNew_[0]))` has no `{}` placeholder (`src/problems/RadhydroPulseGrey/testRadhydroPulseGrey.cpp:372-373`). The time argument is ignored and the filename is constant.",Add a `{}` placeholder (or equivalent formatted token) to the filename format string so the timestep value is actually embedded in the saved filename.
128,problems,High,QuokkaSimulation<ExactProblem>::setInitialConditionsOnGrid(...): this `ExactProblem` specialization writes state using `RadSystem<MGProblem>::...` indices throughout (`src/problems/RadhydroPulseMGint/testRadhydroPulseMGint.cpp:286-295`) instead of `RadSystem<ExactProblem>::...`,src/problems/RadhydroPulseMGint/testRadhydroPulseMGint.cpp,QuokkaSimulation<ExactProblem>::setInitialConditionsOnGrid(...),correctness,audit/src-audit-log.md:1779,audit/issues/problems/128-quokkasimulation-exactproblem-setinitialconditionsongrid-testradhydr.md,"this `ExactProblem` specialization writes state using `RadSystem<MGProblem>::...` indices throughout (`src/problems/RadhydroPulseMGint/testRadhydroPulseMGint.cpp:286-295`) instead of `RadSystem<ExactProblem>::...`. Because `MGProblem` and `ExactProblem` have different radiation-group layouts, this can write wrong components / go out of bounds.","Apply a targeted fix at the cited location, then add a regression/unit test that exercises the failing code path and confirms the corrected behavior."
129,problems,Low,"problem_main(): contains leftover debug code (`// insert a dummy breakpoint` and `std::cout << aa`) (`src/problems/RadhydroBB/testRadhydroBB.cpp:316`, `:319`) that emits unrelated stdout during the test run",src/problems/RadhydroBB/testRadhydroBB.cpp,problem_main(),diagnostics hygiene,audit/src-audit-log.md:1789,audit/issues/problems/129-problem-main-testradhydrobb-cpp.md,"contains leftover debug code (`// insert a dummy breakpoint` and `std::cout << aa`) (`src/problems/RadhydroBB/testRadhydroBB.cpp:316`, `:319`) that emits unrelated stdout during the test run.","Apply a targeted fix at the cited location, then add a regression/unit test that exercises the failing code path and confirms the corrected behavior."
130,problems,Low,"QuokkaSimulation<CollapseProblem>::setInitialConditionsOnGrid(...): unconditionally uses z-dimension geometry (`prob_lo[2]`, `prob_hi[2]`, `dx[2]`) (`src/problems/SphericalCollapse/testSphericalCollapse.cpp:70`, `:75`), so the specialization is not dimension-safe for 1D/2D builds",src/problems/SphericalCollapse/testSphericalCollapse.cpp,QuokkaSimulation<CollapseProblem>::setInitialConditionsOnGrid(...),portability,audit/src-audit-log.md:1816,audit/issues/problems/130-quokkasimulation-collapseproblem-setinitialconditionsongrid-testsphe.md,"unconditionally uses z-dimension geometry (`prob_lo[2]`, `prob_hi[2]`, `dx[2]`) (`src/problems/SphericalCollapse/testSphericalCollapse.cpp:70`, `:75`), so the specialization is not dimension-safe for 1D/2D builds.","Make dimensional assumptions explicit: either add `static_assert(AMREX_SPACEDIM == 3)` for intentionally 3D code, or rewrite loops/indexing to use `AMREX_SPACEDIM` with dimension-guarded branches."
131,problems,Medium,QuokkaSimulation<CollapseProblem>::createInitialCICParticles(): computes `particle_mass = total_particle_mass / num_particles` (`src/problems/SphericalCollapse/testSphericalCollapse.cpp:104`) with no guard for `num_particles <= 0`,src/problems/SphericalCollapse/testSphericalCollapse.cpp,QuokkaSimulation<CollapseProblem>::createInitialCICParticles(),robustness,audit/src-audit-log.md:1817,audit/issues/problems/131-quokkasimulation-collapseproblem-createinitialcicparticles-testspher.md,computes `particle_mass = total_particle_mass / num_particles` (`src/problems/SphericalCollapse/testSphericalCollapse.cpp:104`) with no guard for `num_particles <= 0`.,"Add explicit runtime guards for zero/non-finite/invalid inputs before the division or square-root path, and choose a deterministic fallback (early return, clamp, or hard abort) consistent with surrounding code."
132,problems,Medium,"QuokkaSimulation<SNProblem>::refineGrid(...): normalized coordinates omit subtraction of `ProbLo()` (`src/problems/SN/testSN.cpp:198-200`), so the selected subregion shifts if domain lower bounds are nonzero",src/problems/SN/testSN.cpp,QuokkaSimulation<SNProblem>::refineGrid(...),AMR region selection,audit/src-audit-log.md:1830,audit/issues/problems/132-quokkasimulation-snproblem-refinegrid-testsn-cpp.md,"normalized coordinates omit subtraction of `ProbLo()` (`src/problems/SN/testSN.cpp:198-200`), so the selected subregion shifts if domain lower bounds are nonzero.","Normalize coordinates relative to the domain lower bound by subtracting `ProbLo()`/`plo` before scaling to `[0,1]` region-selection coordinates."
133,problems,Medium,"problem_main(): Galilean-invariance error norms and pass/fail `status` update are compiled only under `#ifdef HAVE_PYTHON` (`src/problems/SN/testSN.cpp:344-404`), so non-Python builds skip the main invariance validation but still return success except for scalar checks",src/problems/SN/testSN.cpp,problem_main(),test validity,audit/src-audit-log.md:1833,audit/issues/problems/133-problem-main-testsn-cpp.md,"Galilean-invariance error norms and pass/fail `status` update are compiled only under `#ifdef HAVE_PYTHON` (`src/problems/SN/testSN.cpp:344-404`), so non-Python builds skip the main invariance validation but still return success except for scalar checks.","Apply a targeted fix at the cited location, then add a regression/unit test that exercises the failing code path and confirms the corrected behavior."
134,problems,Low,"QuokkaSimulation<TurbulentBox>::refineGrid(...): AMR tagger unconditionally samples y/z neighbors (`state(..., j±1, ...)`, `state(..., k±1, ...)`) (`src/problems/Turbulence/testTurbulence.cpp:85`, `:87`) and computes a 3D gradient norm, so the implementation is hard-coded for 3D without a dimension guard",src/problems/Turbulence/testTurbulence.cpp,QuokkaSimulation<TurbulentBox>::refineGrid(...),portability,audit/src-audit-log.md:1841,audit/issues/problems/134-quokkasimulation-turbulentbox-refinegrid-testturbulence-cpp.md,"AMR tagger unconditionally samples y/z neighbors (`state(..., j±1, ...)`, `state(..., k±1, ...)`) (`src/problems/Turbulence/testTurbulence.cpp:85`, `:87`) and computes a 3D gradient norm, so the implementation is hard-coded for 3D without a dimension guard.","Apply a targeted fix at the cited location, then add a regression/unit test that exercises the failing code path and confirms the corrected behavior."
135,problems,Medium,"problem_main(): the dispersion check reads `sim.turbParams_[""target_vdisp""]` via `std::stod(...)` and divides by `target_vdisp` without validating presence/nonzero value (`src/problems/Turbulence/testTurbulence.cpp:133-134`), so malformed or zero input can throw or produce invalid relative error",src/problems/Turbulence/testTurbulence.cpp,problem_main(),robustness,audit/src-audit-log.md:1843,audit/issues/problems/135-problem-main-testturbulence-cpp.md,"the dispersion check reads `sim.turbParams_[""target_vdisp""]` via `std::stod(...)` and divides by `target_vdisp` without validating presence/nonzero value (`src/problems/Turbulence/testTurbulence.cpp:133-134`), so malformed or zero input can throw or produce invalid relative error.","Add explicit runtime guards for zero/non-finite/invalid inputs before the division or square-root path, and choose a deterministic fallback (early return, clamp, or hard abort) consistent with surrounding code."
136,problems,Medium,"QuokkaSimulation<StarCluster>::preCalculateInitialConditions(): virial normalization computes `M_sphere ~ R_sphere^3`, `rms_dv_target ~",src/problems/StarCluster/testStarCluster.cpp,QuokkaSimulation<StarCluster>::preCalculateInitialConditions(),robustness,audit/src-audit-log.md:1850,audit/issues/problems/136-quokkasimulation-starcluster-precalculateinitialconditions-teststarc.md,"virial normalization computes `M_sphere ~ R_sphere^3`, `rms_dv_target ~ ... / R_sphere`, and `rescale_factor = rms_dv_target / rms_dv_actual` without guarding `R_sphere > 0` or `rms_dv_actual > 0` (`src/problems/StarCluster/testStarCluster.cpp:104-108`).","Add explicit runtime guards for zero/non-finite/invalid inputs before the division or square-root path, and choose a deterministic fallback (early return, clamp, or hard abort) consistent with surrounding code."
137,problems,Low,"QuokkaSimulation<StarCluster>::setInitialConditionsOnGrid(...): the IC kernel unconditionally uses z-dimension geometry (`prob_lo[2]`, `prob_hi[2]`, `dx[2]`) (`src/problems/StarCluster/testStarCluster.cpp:136`, `:152`) and `dvz`, so the specialization is not dimension-safe for 1D/2D builds",src/problems/StarCluster/testStarCluster.cpp,QuokkaSimulation<StarCluster>::setInitialConditionsOnGrid(...),portability,audit/src-audit-log.md:1851,audit/issues/problems/137-quokkasimulation-starcluster-setinitialconditionsongrid-teststarclus.md,"the IC kernel unconditionally uses z-dimension geometry (`prob_lo[2]`, `prob_hi[2]`, `dx[2]`) (`src/problems/StarCluster/testStarCluster.cpp:136`, `:152`) and `dvz`, so the specialization is not dimension-safe for 1D/2D builds.","Make dimensional assumptions explicit: either add `static_assert(AMREX_SPACEDIM == 3)` for intentionally 3D code, or rewrite loops/indexing to use `AMREX_SPACEDIM` with dimension-guarded branches."
138,problems,Medium,"QuokkaSimulation<PopIII>::preCalculateInitialConditions(): `rms_dv_target` is initialized to `NAN`, queried from `perturb.rms_velocity`, and used in `rescale_factor = rms_dv_target / rms_dv_actual` without validation (`src/problems/PopIII/testPopIII.cpp:161-165`); missing input silently seeds NaNs into the IC velocity field",src/problems/PopIII/testPopIII.cpp,QuokkaSimulation<PopIII>::preCalculateInitialConditions(),robustness,audit/src-audit-log.md:1860,audit/issues/problems/138-quokkasimulation-popiii-precalculateinitialconditions-testpopiii-cpp.md,"`rms_dv_target` is initialized to `NAN`, queried from `perturb.rms_velocity`, and used in `rescale_factor = rms_dv_target / rms_dv_actual` without validation (`src/problems/PopIII/testPopIII.cpp:161-165`); missing input silently seeds NaNs into the IC velocity field.","Apply a targeted fix at the cited location, then add a regression/unit test that exercises the failing code path and confirms the corrected behavior."
139,problems,Low,"QuokkaSimulation<PopIII>::setInitialConditionsOnGrid(...): the IC setup unconditionally uses z-dimension geometry (`prob_lo[2]`, `prob_hi[2]`, `dx[2]`) (`src/problems/PopIII/testPopIII.cpp:245`, `:261`) without a dimension guard",src/problems/PopIII/testPopIII.cpp,QuokkaSimulation<PopIII>::setInitialConditionsOnGrid(...),portability,audit/src-audit-log.md:1861,audit/issues/problems/139-quokkasimulation-popiii-setinitialconditionsongrid-testpopiii-cpp.md,"the IC setup unconditionally uses z-dimension geometry (`prob_lo[2]`, `prob_hi[2]`, `dx[2]`) (`src/problems/PopIII/testPopIII.cpp:245`, `:261`) without a dimension guard.","Make dimensional assumptions explicit: either add `static_assert(AMREX_SPACEDIM == 3)` for intentionally 3D code, or rewrite loops/indexing to use `AMREX_SPACEDIM` with dimension-guarded branches."
140,problems,Medium,"QuokkaSimulation<PopIII>::setInitialConditionsOnGrid(...): species normalization divides by `rhotot` and then by `msum` (`src/problems/PopIII/testPopIII.cpp:277`, `:282`) with no guard; zero species abundances or `numdens_init == 0` will produce NaNs",src/problems/PopIII/testPopIII.cpp,QuokkaSimulation<PopIII>::setInitialConditionsOnGrid(...),robustness,audit/src-audit-log.md:1862,audit/issues/problems/140-quokkasimulation-popiii-setinitialconditionsongrid-testpopiii-cpp.md,"species normalization divides by `rhotot` and then by `msum` (`src/problems/PopIII/testPopIII.cpp:277`, `:282`) with no guard; zero species abundances or `numdens_init == 0` will produce NaNs.","Add explicit runtime guards for zero/non-finite/invalid inputs before the division or square-root path, and choose a deterministic fallback (early return, clamp, or hard abort) consistent with surrounding code."
